13961561	8288113	uicn	87734426				
13960343	8288114	uicn	87734442				
13961832	8288115	uicn	87734459				
13961435	8288116	uicn	87734475				
13960725	8288117	uicn	87734509				
13959775	8288118	uicn	87734673				
13960284	8288119	uicn	87734699				
13960218	8288120	uicn	87734707				
13961366	8288121	uicn	87734715				
13961623	8288122	uicn	87734723				
13959578	8288123	uicn	87734731				
13960996	8288124	uicn	87734749				
13961833	8288125	uicn	87734871				
13928997	8288126	link	https://en.wikipedia.org/wiki/Gare_de_Chamb%C3%A9ry-Challes-les-Eaux				
13928998	8288126	en	Gare de Chambéry-Challes-les-Eaux				
13928999	8288126	fr	Gare de Chambéry-Challes-les-Eaux				
13929000	8288126	yue	尚贝里-沙雷索站				
13929001	8288126	nl	Station Chambéry-Challes-les-Eaux				
13929002	8288126	it	Stazione di Chambéry - Challes-les-Eaux				
13929003	8288126	wkdt	Q3096183				
13929005	8288126	unlc	FRCMF				
13961834	8288126	uicn	87741009				
13959777	8288127	uicn	87741074				
13961624	8288128	uicn	87741108				
13959637	8288129	uicn	87741116				
13961835	8288130	uicn	87741132				
16132835	8288130	link	https://en.wikipedia.org/wiki/Gare_d%27Aix-les-Bains-Le_Revard				
16132836	8288130	en	Gare d'Aix-les-Bains-Le Revard				
16132837	8288130	fr	Gare d'Aix-les-Bains-Le Revard				
16132838	8288130	zh	艾克斯莱班-勒赫瓦尔站				
16132839	8288130	unlc	FRAXB				
13961626	8288131	uicn	87741140				
13960611	8288132	uicn	87741181				
13961367	8288133	uicn	87741223				
13959579	8288134	uicn	87741231				
13959112	8288135	uicn	87741256				
13959837	8288136	uicn	87741280				
13961177	8288137	uicn	87741306				
13959114	8288138	uicn	87741421				
13960285	8288139	uicn	87741439				
13960078	8288140	uicn	87741447				
13961180	8288141	uicn	87741454				
13960863	8288142	uicn	87741470				
13960286	8288143	uicn	87741496				
13961628	8288144	uicn	87741504				
13961836	8288145	uicn	87741611				
13959115	8288146	uicn	87741645				
13960731	8288147	uicn	87741694				
13960797	8288148	uicn	87741702				
13960675	8288149	uicn	87741728				
13959117	8288150	uicn	87741769				
13960219	8288151	uicn	87741777				
13959444	8288152	uicn	87741793				
13960555	8288153	uicn	87742007				
13959120	8288154	uicn	87742031				
13961837	8288155	uicn	87742320				
13961301	8288156	uicn	87742361				
13959379	8288157	uicn	87743005				
13961302	8288158	uicn	87743112				
13960864	8288159	uicn	87743120				
13959121	8288160	uicn	87743146				
13959582	8288161	uicn	87743302				
13961629	8288162	uicn	87743328				
13961181	8288163	uicn	87743336				
13959638	8288164	uicn	87743344				
13960732	8288165	uicn	87743351				
13959307	8288166	uicn	87743526				
13960798	8288167	uicn	87743534				
13961182	8288168	uicn	87743633				
13959127	8288169	uicn	87743716				
13961370	8288170	uicn	87743740				
13961436	8288171	uicn	87743757				
13959310	8288172	uicn	87745000				
13961481	8288173	uicn	87745414				
13961303	8288174	uicn	87745430				
13959177	8288175	uicn	87745497				
13960415	8288176	uicn	87745588				
13959380	8288177	uicn	87745596				
13960802	8288178	uicn	87745620				
13961437	8288179	uicn	87745646				
13959903	8288180	uicn	87745679				
13961129	8288181	uicn	87745828				
13959181	8288182	uicn	87746008				
13958980	8288183	uicn	87746107				
13959144	8288184	uicn	87746115				
13961054	8288185	uicn	87746149				
13960920	8288186	uicn	87746206				
13961304	8288187	uicn	87746222				
13958981	8288188	uicn	87746248				
13960145	8288189	uicn	87746305				
13961371	8288190	uicn	87746313				
13959381	8288191	uicn	87746339				
13960463	8288192	uicn	87746347				
13961838	8288193	uicn	87746370				
13960417	8288194	uicn	87746412				
13961839	8288195	uicn	87746438				
13961258	8288196	uicn	87746479				
13960997	8288197	uicn	87746511				
13959639	8288198	uicn	87746701				
13961130	8288199	uicn	87746719				
13961482	8288200	uicn	87746727				
13961565	8288201	uicn	87746735				
13960344	8288202	uicn	87746743				
13961372	8288203	uicn	87746750				
13960287	8288204	uicn	87746768				
13960346	8288205	uicn	87746776				
13959583	8288206	uicn	87746784				
13960348	8288207	uicn	87746818				
13960351	8288208	uicn	87746826				
13960354	8288209	uicn	87746834				
13960079	8288210	uicn	87746842				
13959182	8288211	uicn	87746859				
13960616	8288212	uicn	87746867				
13961490	8288213	uicn	87746875				
13960220	8288214	uicn	87746883				
11715390	8288215	fr	Gare de Grenoble				
13929069	8288215	unlc	FRGNB				
13929070	8288215	link	https://en.wikipedia.org/wiki/Gare_de_Grenoble				
13929071	8288215	en	Gare de Grenoble				
13929072	8288215	zh	格勒诺布尔站				
13929073	8288215	nl	Station Grenoble				
13929074	8288215	it	Stazione di Grenoble				
13929075	8288215	wkdt	Q2545346				
13958983	8288215	uicn	87747006				
17795629	8288215	iata	GNH				
13961630	8288216	uicn	87747204				
13959585	8288217	uicn	87747212				
13960288	8288218	uicn	87747220				
13960998	8288219	uicn	87747246				
13960999	8288220	uicn	87747279				
13961632	8288221	uicn	87747287				
13960556	8288222	uicn	87747329				
13961633	8288223	uicn	87747337				
13961259	8288224	uicn	87747352				
13958990	8288225	uicn	87747402				
13959445	8288226	uicn	87747451				
13958991	8288227	uicn	87747477				
13960866	8288228	uicn	87747493				
13960867	8288229	uicn	87747519				
13960019	8288230	uicn	87747535				
13961275	8288231	uicn	87747568				
13961566	8288232	uicn	87747576				
13960557	8288233	uicn	87747592				
13959640	8288234	uicn	87747626				
13960422	8288235	uicn	87747667				
13960558	8288236	uicn	87747691				
13961184	8288237	uicn	87751206				
13959602	8288238	uicn	87751230				
13960080	8288239	uicn	87751271				
13960428	8288240	uicn	87751321				
13960806	8288241	uicn	87751362				
13960559	8288242	uicn	87751370				
13929113	8288243	fr	Gare d'Aix-en-Provence				
13929114	8288243	en	Gare d'Aix-en-Provence				
13929115	8288243	link	https://en.wikipedia.org/wiki/Gare_d%27Aix-en-Provence				
13929116	8288243	unlc	FRQXB				
13929117	8288243	zh	普罗旺斯地区艾克斯站				
13929118	8288243	ja	エクス＝アン＝プロヴァンス駅				
13929119	8288243	nl	Station Aix-en-Provence				
13929120	8288243	it	Stazione di Aix-en-Provence				
13929121	8288243	wkdt	Q2783816				
13959145	8288243	uicn	87751404				
13958910	8288244	uicn	87751420				
13961187	8288245	uicn	87751438				
13960221	8288246	uicn	87751529				
13960356	8288247	uicn	87751602				
13961131	8288248	uicn	87751636				
13961306	8288249	uicn	87751644				
13961307	8288250	uicn	87751701				
13960146	8288251	uicn	87751719				
13960147	8288252	uicn	87751743				
13959185	8288253	uicn	87751750				
13959484	8288254	uicn	87751776				
13960081	8288255	uicn	87751784				
13961132	8288256	uicn	87751800				
13961189	8288257	uicn	87751826				
13961056	8288258	uicn	87751842				
13961840	8288259	uicn	87753004				
13961191	8288260	uicn	87753202				
13959313	8288261	uicn	87753228				
13961000	8288262	uicn	87753251				
13960807	8288263	uicn	87753285				
13960020	8288264	uicn	87753418				
13960921	8288265	uicn	87753426				
13959946	8288266	uicn	87753442				
13960922	8288267	uicn	87753459				
13959706	8288268	uicn	87753491				
13960464	8288269	uicn	87753509				
13960083	8288270	uicn	87753541				
13961133	8288271	uicn	87753558				
13959487	8288272	uicn	87753566				
13960150	8288273	uicn	87753574				
13960739	8288274	uicn	87753582				
13959186	8288275	uicn	87753657				
13961309	8288276	uicn	87753681				
13960742	8288277	uicn	87753707				
13961134	8288278	uicn	87753715				
13960151	8288279	uicn	87753731				
13961057	8288280	uicn	87753764				
8066440	8288281	link	https://en.wikipedia.org/wiki/Gare_de_Toulon				
8066441	8288281	en	Toulon Railway Station				
8066442	8288281	fr	Gare de Toulon				
8066443	8288281	iata	XZV				
13961441	8288281	uicn	87755009				
15570842	8288281	wkdt	Q2683553				
13961276	8288282	uicn	87755215				
13959249	8288283	uicn	87755223				
13960745	8288284	uicn	87755231				
13960153	8288285	uicn	87755264				
13960084	8288286	uicn	87755306				
13960157	8288287	uicn	87755314				
13961192	8288288	uicn	87755330				
13959778	8288289	uicn	87755355				
13960923	8288290	uicn	87755363				
13959492	8288291	uicn	87755371				
13960870	8288292	uicn	87755389				
13958992	8288293	uicn	87755397				
13960289	8288294	uicn	87755405				
13961567	8288295	uicn	87755421				
13960290	8288296	uicn	87755447				
13960088	8288297	uicn	87755611				
13960021	8288298	uicn	87755629				
13960747	8288299	uicn	87756254				
13961635	8288300	uicn	87756304				
13959947	8288301	uicn	87756312				
13959779	8288302	uicn	87756338				
13961310	8288303	uicn	87756346				
13960748	8288304	uicn	87756353				
13961568	8288305	uicn	87756361				
13959316	8288306	uicn	87756379				
13959907	8288307	uicn	87756387				
13959494	8288308	uicn	87756395				
13959496	8288309	uicn	87756460				
13959497	8288310	uicn	87756478				
13960467	8288311	uicn	87756486				
13960472	8288312	uicn	87756494				
13960159	8288313	uicn	87756767				
13959838	8288314	uicn	87756775				
13960809	8288315	uicn	87756791				
13960357	8288316	uicn	87756809				
13961442	8288317	uicn	87756817				
13961194	8288318	uicn	87756825				
13959447	8288319	uicn	87756833				
13959948	8288320	uicn	87756858				
13961277	8288321	uicn	87756866				
13960090	8288322	uicn	87756874				
13961444	8288323	uicn	87756882				
13961569	8288324	uicn	87756890				
13961373	8288325	uicn	87757526				
13959385	8288326	uicn	87757534				
13960222	8288327	uicn	87757542				
13959146	8288328	uicn	87757559				
13959187	8288329	uicn	87757567				
13960291	8288330	uicn	87757575				
13961447	8288331	uicn	87757583				
13960430	8288332	uicn	87757591				
13959499	8288333	uicn	87757617				
8145810	8288334	link	https://en.wikipedia.org/wiki/Gare_de_Cannes				
8145811	8288334	fr	Gare de Cannes				
8145812	8288334	en	Cannes Railway Station				
13857478	8288334	unlc	FRCEQ				
13958911	8288334	uicn	87757625				
15798377	8288334	wkdt	Q2186722				
13958997	8288335	uicn	87757641				
7977106	8288336	en	Juan les Pins Railway Station				
7977107	8288336	fr	Gare de Juan les Pins				
13960024	8288336	uicn	87757666				
8066460	8288337	iata	XAT				
8066461	8288337	en	Antibes Railway Station				
8066462	8288337	link	https://en.wikipedia.org/wiki/Gare_d%27Antibes				
8066463	8288337	fr	Gare d'Antibes				
13857475	8288337	unlc	FRANT				
13857476	8288337	de	Bahnhof Antibes				
13959039	8288337	uicn	87757674				
15343319	8288337	wkdt	Q800390				
13959386	8288338	uicn	87757690				
13958998	8288339	uicn	87757724				
13960926	8288340	uicn	87757732				
13960092	8288341	uicn	87757740				
13960223	8288342	uicn	87757757				
13960812	8288343	uicn	87759290				
13961491	8288344	uicn	87761007				
13961377	8288345	uicn	87761106				
13961381	8288346	uicn	87761130				
13961383	8288347	uicn	87761163				
13959147	8288348	uicn	87761239				
13959043	8288349	uicn	87761247				
13959058	8288350	uicn	87761262				
13961001	8288351	uicn	87761650				
13959188	8288352	uicn	87761684				
13961312	8288353	uicn	87761718				
13961636	8288354	uicn	87761726				
13960871	8288355	uicn	87761742				
13961494	8288356	uicn	87761759				
13959780	8288357	uicn	87761783				
13961059	8288358	uicn	87761817				
13959781	8288359	uicn	87761841				
13959061	8288360	uicn	87761874				
13960444	8288361	uicn	87762906				
13959256	8288362	uicn	87763003				
13959190	8288363	uicn	87763250				
13961570	8288364	uicn	87763300				
13959641	8288365	uicn	87763425				
13959839	8288366	uicn	87763466				
13959648	8288367	uicn	87763482				
13960224	8288368	uicn	87763557				
13959448	8288369	uicn	87763607				
13961135	8288370	uicn	87763722				
13960227	8288371	uicn	87763755				
13960618	8288372	uicn	87764001				
13959840	8288373	uicn	87764290				
13960817	8288374	uicn	87764308				
13959387	8288375	uicn	87764357				
13960293	8288376	uicn	87764472				
13959318	8288377	uicn	87765008				
13959389	8288378	uicn	87765107				
13959798	8288379	uicn	87765180				
13959449	8288380	uicn	87765198				
13959450	8288381	uicn	87765206				
13961384	8288382	uicn	87765354				
13960620	8288383	uicn	87765412				
13960683	8288384	uicn	87765420				
13961385	8288385	uicn	87765438				
13960295	8288386	uicn	87765453				
13959062	8288387	uicn	87765479				
13959501	8288388	uicn	87765503				
8488191	8288389	iata	XPJ				
8488192	8288389	en	Montpellier St. Roch Railway Station				
8488193	8288389	fr	Gare de Montpellier St Roch				
13521794	8288389	es	Estación de Montpellier Saint-Roch				
13959603	8288389	uicn	87773002				
16160142	8288389	link	https://en.wikipedia.org/wiki/Gare_de_Montpellier-Saint-Roch				
13959650	8288390	uicn	87773200				
13960445	8288391	uicn	87773408				
13960446	8288392	uicn	87773424				
13961501	8288393	uicn	87773432				
13961195	8288394	uicn	87773440				
13959257	8288395	uicn	87773457				
13961216	8288396	uicn	87773465				
13960359	8288397	uicn	87773473				
13961571	8288398	uicn	87773515				
13961572	8288399	uicn	87773531				
8066375	8288400	en	Nîmes Railway Station				
8066376	8288400	iata	ZYN				
8066377	8288400	fr	Gare de Nîmes				
8066378	8288400	link	https://en.wikipedia.org/wiki/Gare_de_N%C3%AEmes				
13521691	8288400	es	Estación de Nimes				
13960749	8288400	uicn	87775007				
15308173	8288400	wkdt	Q2360563				
13959799	8288401	uicn	87775023				
13960026	8288402	uicn	87775049				
13960447	8288403	uicn	87775064				
13961217	8288404	uicn	87775072				
13960560	8288405	uicn	87775098				
13961503	8288406	uicn	87775106				
13959908	8288407	uicn	87775114				
13959949	8288408	uicn	87775122				
13960027	8288409	uicn	87775148				
13961573	8288410	uicn	87775197				
13960228	8288411	uicn	87775213				
13959604	8288412	uicn	87775221				
13961060	8288413	uicn	87775239				
13960099	8288414	uicn	87775247				
13959001	8288415	uicn	87775254				
13959148	8288416	uicn	87775288				
13960296	8288417	uicn	87775346				
13961278	8288418	uicn	87775361				
13960364	8288419	uicn	87775379				
13959321	8288420	uicn	87775494				
13961002	8288421	uicn	87775502				
13958912	8288422	uicn	87775510				
13960561	8288423	uicn	87775528				
13961218	8288424	uicn	87775536				
13961313	8288425	uicn	87775544				
13961062	8288426	uicn	87775551				
13958913	8288427	uicn	87775791				
13959323	8288428	uicn	87775809				
13961504	8288429	uicn	87775817				
13960448	8288430	uicn	87775825				
13959149	8288431	uicn	87775833				
13961321	8288432	uicn	87775841				
13959150	8288433	uicn	87775858				
13960473	8288434	uicn	87775866				
13521762	8288435	es	Estación de Béziers				
13959391	8288435	uicn	87781005				
17512914	8288435	iata	BZS				
17512915	8288435	link	https://en.wikipedia.org/wiki/B%C3%A9ziers_station				
13960579	8288436	uicn	87781062				
13960623	8288437	uicn	87781088				
11802401	8288438	link	https://en.wikipedia.org/wiki/Gare_de_Narbonne				
11802402	8288438	en	Gare de Narbonne				
11802403	8288438	iata	NNE				
11802404	8288438	fr	Gare de Narbonne				
11802405	8288438	es	Estación de Narbonne				
11802406	8288438	de	Hauptbahnhof Narbonne				
13521782	8288438	es	Estación de Narbona				
13960684	8288438	uicn	87781104				
15303904	8288438	wkdt	Q2591311				
13960625	8288439	uicn	87781161				
13960751	8288440	uicn	87781179				
13961593	8288441	uicn	87781260				
13959151	8288442	uicn	87781278				
17658098	8288442	iata	EAG				
17658101	8288442	link	https://en.wikipedia.org/wiki/Agde_station				
13960686	8288443	uicn	87781294				
13960754	8288444	uicn	87781534				
13959505	8288445	uicn	87781542				
13960297	8288446	uicn	87781559				
13960758	8288447	uicn	87781575				
13960229	8288448	uicn	87781583				
13959327	8288449	uicn	87781609				
13960449	8288450	uicn	87781666				
13960818	8288451	uicn	87782607				
13960872	8288452	uicn	87783001				
13961279	8288453	uicn	87783175				
13961219	8288454	uicn	87783241				
13959258	8288455	uicn	87783266				
13960475	8288456	uicn	87783282				
13959651	8288457	uicn	87783290				
13960299	8288458	uicn	87783308				
13959221	8288459	uicn	87783324				
13959478	8288460	uicn	87783340				
13961093	8288461	uicn	87783365				
13961221	8288462	uicn	87783423				
13961342	8288463	uicn	87783431				
13961403	8288464	uicn	87783456				
13960324	8288465	uicn	87783514				
13959540	8288466	uicn	87783530				
13960201	8288467	uicn	87783548				
13959224	8288468	uicn	87783563				
13960457	8288469	uicn	87783605				
13959227	8288470	uicn	87783647				
13959093	8288471	uicn	87783654				
13959287	8288472	uicn	87783670				
13960135	8288473	uicn	87783761				
13521789	8288474	es	Estación de Perpignan				
13958914	8288474	uicn	87784009				
17657631	8288474	link	https://en.wikipedia.org/wiki/Perpignan_station				
17657632	8288474	iata	XPI				
13961038	8288475	uicn	87784157				
13960968	8288476	uicn	87784173				
13959804	8288477	uicn	87784207				
13959033	8288478	uicn	87784231				
13959094	8288479	uicn	87784256				
13960912	8288480	uicn	87784264				
13959229	8288481	uicn	87784298				
13960261	8288482	uicn	87784512				
13961222	8288483	uicn	87784520				
13960520	8288484	uicn	87784546				
13959158	8288485	uicn	87784561				
13961594	8288486	uicn	87784611				
13960461	8288487	uicn	87784629				
13960917	8288488	uicn	87784637				
13960972	8288489	uicn	87784660				
13961532	8288490	uicn	87784686				
13961100	8288491	uicn	87784702				
13960001	8288492	uicn	87784710				
13959159	8288493	uicn	87784728				
13960711	8288494	uicn	87784736				
13961407	8288495	uicn	87784744				
13961408	8288496	uicn	87784751				
13959230	8288497	uicn	87784769				
13961103	8288498	uicn	87784777				
13959295	8288499	uicn	87784785				
13960583	8288500	uicn	87784793				
13959352	8288501	uicn	87784801				
13959933	8288502	uicn	87784819				
13959297	8288503	uicn	87784827				
13961043	8288504	uicn	87784835				
13959878	8288505	uicn	87784843				
13961044	8288506	uicn	87784850				
13960783	8288507	uicn	87784868				
13959353	8288508	uicn	87784876				
13961470	8288509	uicn	87784884				
13959483	8288510	uicn	87784892				
13959541	8288511	uicn	87785006				
13960069	8288512	uicn	879696				
13960392	8288513	uicn	87988717				
13961045	8288514	uicn	87431791				
15481078	8288540	wkdt	Q31669114				
15550597	8288541	wkdt	Q31669132				
15306908	8288542	wkdt	Q31669149				
7634189	8288564	post	01500				
7625361	8288565	post	01330				
7625362	8288566	post	01500				
7625363	8288567	post	01100				
7625364	8288568	post	01200				
7625365	8288569	post	01480				
7625366	8288570	post	01510				
7634190	8288571	post	01340				
7634180	8288572	post	01380				
7634181	8288573	post	01100				
7634182	8288574	post	01360				
7634191	8288575	post	01200				
7625367	8288576	post	01300				
7634184	8288577	post	01700				
7634185	8288578	post	01000				
7625368	8288579	post	01300				
7625369	8288580	post	01250				
7625370	8288581	post	01320				
7634192	8288582	post	01260				
7625371	8288583	post	01200				
7625372	8288584	post	01400				
7625373	8288585	post	01000				
7625374	8288586	post	01000				
7625375	8288587	post	01270				
7625376	8288588	post	01550				
7625377	8288589	post	01350				
7625378	8288590	post	01220				
7625379	8288591	post	01590				
7625380	8288592	post	01480				
7625381	8288593	post	01570				
7625382	8288594	post	01210				
7625383	8288595	post	01340				
7625384	8288596	post	01170				
7625385	8288597	post	01090				
7625386	8288598	post	01110				
7625387	8288599	post	01580				
7625388	8288600	post	01480				
7625389	8288601	post	01640				
7625390	8288602	post	01150				
7625391	8288603	post	01410				
7625392	8288604	post	01680				
7634193	8288605	post	01851				
7625393	8288606	post	01800				
7625394	8288607	post	01660				
7625395	8288608	post	01700				
7625396	8288609	post	01120				
7625397	8288610	post	01090				
7625398	8288611	post	01460				
7634194	8288612	post	01340				
7625409	8288613	post	01460				
7625410	8288614	post	01130				
7625411	8288615	post	01400				
7625412	8288616	post	01100				
7625413	8288617	post	01960				
7625399	8288618	post	01310				
7625400	8288619	post	01450				
7625401	8288620	post	01160				
7625402	8288621	post	01190				
7625403	8288622	post	01290				
7625404	8288623	post	01280				
7625405	8288624	post	01750				
7625406	8288625	post	01600				
7625407	8288626	post	01390				
7625414	8288627	post	01500				
7634195	8288628	post	01140				
7625415	8288629	post	01370				
7625416	8288630	post	01630				
7625417	8288631	post	01640				
7625418	8288632	post	01750				
7625419	8288633	post	01700				
7625420	8288634	post	01800				
7625421	8288635	post	01500				
7625422	8288636	post	01240				
7625423	8288637	post	01230				
7634196	8288638	post	01560				
7625445	8288639	post	01990				
7625424	8288640	post	01470				
7625425	8288641	post	01420				
7625426	8288642	post	01230				
7625427	8288643	post	01710				
7625428	8288644	post	01140				
7625429	8288645	post	01370				
7625430	8288646	post	01600				
7625431	8288647	post	01330				
7625432	8288648	post	01440				
7625433	8288649	post	01510				
7625434	8288650	post	01540				
7625435	8288651	post	01280				
7625436	8288652	post	01500				
7634197	8288653	post	01000				
7625437	8288654	post	01100				
7625438	8288655	post	01000				
7625439	8288656	post	01200				
7625440	8288657	post	02100				
7625441	8288658	post	02290				
7625442	8288659	post	02320				
7625443	8288660	post	02840				
7625446	8288661	post	02500				
7625447	8288662	post	02000				
7625448	8288663	post	02110				
7625358	8288664	post	02160				
7625408	8288665	post	02800				
7625449	8288666	post	02200				
7625450	8288667	post	02420				
7625451	8288668	post	02300				
7634198	8288669	post	02110				
7625452	8288670	post	02450				
7625453	8288671	post	02160				
7625454	8288672	post	02220				
7625455	8288673	post	02360				
7625456	8288674	post	02860				
7625457	8288675	post	02880				
7625458	8288676	post	02620				
7625459	8288677	post	02260				
7625460	8288678	post	02310				
7625461	8288679	post	02800				
7625462	8288680	post	02400				
7625463	8288681	post	02300				
7625464	8288682	post	02210				
7625465	8288683	post	02330				
7625466	8288684	post	02380				
7625467	8288685	post	02270				
7625468	8288686	post	02870				
7625469	8288687	post	02650				
7625470	8288688	post	02880				
7625471	8288689	post	02270				
7634199	8288690	post	02400				
7625472	8288691	post	02580				
7625473	8288692	post	02590				
7625474	8288693	post	02510				
7625475	8288694	post	02700				
7625476	8288695	post	02800				
7625477	8288696	post	02130				
7625478	8288697	post	02460				
7625479	8288698	post	02520				
7625480	8288699	post	02670				
7625481	8288700	post	02230				
7625482	8288701	post	02430				
7625483	8288702	post	02680				
7625484	8288703	post	02190				
7625485	8288704	post	02120				
7625486	8288705	post	02210				
7625487	8288706	post	02500				
7625488	8288707	post	02760				
7625489	8288708	post	02850				
7625490	8288709	post	02000				
7634200	8288710	post	02350				
7625133	8288711	post	02250				
7625491	8288712	post	02120				
7625492	8288713	post	02200				
7625493	8288714	post	02340				
7625494	8288715	post	02440				
7634201	8288716	post	02610				
7625495	8288717	post	02470				
7625496	8288718	post	02310				
7625497	8288719	post	02170				
7625498	8288720	post	02550				
7625499	8288721	post	02390				
7634202	8288722	post	02210				
7625500	8288723	post	02350				
7625501	8288724	post	02320				
7625502	8288725	post	17650				
7625503	8288726	post	17450				
7625504	8288727	post	17570				
7625505	8288728	post	02700				
7625506	8288729	post	02240				
7625507	8288730	post	02360				
7625508	8288731	post	02120				
7625509	8288732	post	02820				
7625510	8288733	post	02410				
7625511	8288734	post	02830				
7625512	8288735	post	02100				
7625513	8288736	post	02110				
7625514	8288737	post	02300				
7625515	8288738	post	02150				
7625516	8288739	post	02200				
7625517	8288740	post	02700				
7634203	8288741	post	02370				
7625518	8288742	post	02200				
7625519	8288743	post	02800				
